,housing_units,latt,long,median_house_value,population
12010,13788.0,42.9,-74.2,110500.0,28937.0
12015,1641.0,42.29,-73.83,208400.0,3010.0
12017,314.0,42.32,-73.46,244000.0,435.0
12018,3378.0,42.6,-73.5,214400.0,7930.0
12019,5944.0,42.9,-73.9,268200.0,14740.0
12020,13130.0,43.0,-73.9,209000.0,31192.0
12022,494.0,42.67,-73.33,150400.0,929.0
12023,1088.0,42.6,-74.2,179400.0,2196.0
12024,26.0,42.48,-73.53,,31.0
12025,3062.0,43.1,-74.1,144300.0,5505.0
12027,1527.0,42.92,-73.91,254300.0,3882.0
12028,488.0,42.94,-73.44,186900.0,1172.0
12029,783.0,42.4,-73.43,247100.0,1113.0
12031,76.0,42.77,-74.46,69200.0,175.0
12032,1343.0,43.2,-74.5,141200.0,836.0
12033,3283.0,42.52,-73.72,214900.0,7851.0
12035,355.0,42.73,-74.38,114200.0,802.0
12036,154.0,42.55,-74.67,88800.0,228.0
12037,2106.0,42.33,-73.55,233100.0,4015.0
12040,60.0,42.67,-73.33,96700.0,113.0
12041,195.0,42.54,-73.98,177200.0,481.0
12042,144.0,42.39,-73.9,263400.0,271.0
12043,3498.0,42.7,-74.5,156700.0,8509.0
12045,279.0,42.474,-73.793,163200.0,584.0
12046,347.0,42.49,-73.93,213700.0,817.0
12047,9738.0,42.79,-73.72,161600.0,19664.0
12051,2115.0,42.35,-73.85,182100.0,7070.0
12052,756.0,42.76,-73.48,172700.0,1568.0
12053,1851.0,42.8,-74.2,199900.0,4587.0
12054,7144.0,42.61,-73.87,274600.0,16918.0
12056,955.0,42.77,-74.1,242200.0,2310.0
12057,792.0,42.97,-73.35,168000.0,1835.0
12058,709.0,42.34,-73.92,178800.0,1445.0
12059,1021.0,42.62,-74.08,197200.0,1632.0
12060,874.0,42.4,-73.5,304100.0,1507.0
12061,3827.0,42.59,-73.7,251900.0,9050.0
12062,814.0,42.53,-73.5,160300.0,1776.0
12063,176.0,42.56,-73.64,234900.0,444.0
12064,333.0,42.61,-74.65,112900.0,563.0
12065,18030.0,42.85,-73.79,260300.0,41776.0
12066,946.0,42.78,-74.31,162300.0,2143.0
12067,651.0,42.55,-73.92,212500.0,1506.0
12068,1365.0,42.9,-74.4,123000.0,3201.0
12069,101.0,42.942,-74.282,101100.0,256.0
12070,617.0,42.99,-74.25,117300.0,1410.0
12071,163.0,42.53,-74.41,138300.0,270.0
12072,1155.0,42.9,-74.4,97900.0,2890.0
12074,1516.0,43.0,-74.0,209800.0,2963.0
12075,1595.0,42.3,-73.62,219200.0,3418.0
12076,1440.0,42.4,-74.4,146300.0,1500.0
12077,2450.0,42.59,-73.79,292900.0,6246.0
12078,11840.0,43.1,-74.4,88400.0,23773.0
12083,1839.0,42.43,-74.04,176700.0,3795.0
12084,2205.0,42.7,-73.91,248800.0,4271.0
12085,203.0,42.705,-73.965,195800.0,479.0
12086,910.0,43.01,-74.07,142900.0,1865.0
12087,456.0,42.44,-73.9,155800.0,1073.0
12089,36.0,42.862,-73.327,98300.0,69.0
12090,2803.0,42.89,-73.37,150300.0,6262.0
12092,604.0,42.7,-74.39,88500.0,1304.0
12093,1265.0,42.5,-74.6,131400.0,1666.0
12094,913.0,42.9,-73.5,174700.0,2268.0
12095,5441.0,43.0,-74.4,105700.0,12606.0
12106,1057.0,42.39,-73.7,264100.0,2193.0
12108,940.0,43.6,-74.6,181800.0,416.0
12110,7973.0,42.75,-73.78,231300.0,21908.0
12115,113.0,42.47,-73.59,507400.0,189.0
12116,1112.0,42.54,-74.89,142800.0,1920.0
12117,2098.0,43.16,-74.24,137200.0,3256.0
12118,6296.0,42.9,-73.7,200200.0,13897.0
12120,353.0,42.46,-74.14,133200.0,613.0
12121,750.0,42.84,-73.6,208100.0,1916.0
12122,2763.0,42.6,-74.3,137300.0,4582.0
12123,2283.0,42.53,-73.59,164300.0,5124.0
12124,280.0,42.447,-73.79,186500.0,606.0
12125,763.0,42.47,-73.41,187500.0,1373.0
12130,480.0,42.445,-73.657,217200.0,987.0
12131,85.0,42.46,-74.47,97200.0,115.0
12132,172.0,42.473,-73.636,250000.0,338.0
12134,2922.0,43.3,-74.2,161700.0,3516.0
12136,487.0,42.43,-73.57,382100.0,804.0
12137,747.0,42.86,-74.12,212800.0,1679.0
12138,1761.0,42.7,-73.4,155800.0,3168.0
12139,704.0,43.3,-74.6,164100.0,295.0
12140,671.0,42.69,-73.57,239200.0,1702.0
12143,2282.0,42.49,-73.84,164500.0,5137.0
12144,9474.0,42.64,-73.74,168800.0,20555.0
12147,315.0,42.51,-74.16,225000.0,499.0
12148,1797.0,42.84,-73.83,299600.0,4569.0
12149,1375.0,42.6,-74.6,154200.0,2474.0
12150,411.0,42.87,-74.05,171700.0,914.0
12151,358.0,42.93,-73.78,194800.0,708.0
12153,439.0,42.65,-73.47,231300.0,814.0
12154,1172.0,42.9,-73.6,197500.0,2818.0
12155,1178.0,42.6,-74.9,120100.0,1977.0
12156,379.0,42.48,-73.72,221700.0,848.0
12157,1888.0,42.7,-74.3,159300.0,4061.0
12158,2579.0,42.53,-73.84,208400.0,6309.0
12159,3456.0,42.65,-73.88,326400.0,7896.0
12160,415.0,42.76,-74.36,140600.0,944.0
12161,65.0,42.54,-73.84,159400.0,160.0
12164,572.0,43.5,-74.37,172100.0,365.0
12165,115.0,42.32,-73.49,304200.0,175.0
12166,619.0,42.8,-74.5,96100.0,1363.0
12167,1506.0,42.4,-74.6,156900.0,2438.0
12168,1025.0,42.56,-73.38,180200.0,1952.0
12169,160.0,42.59,-73.45,231300.0,306.0
12170,2007.0,42.99,-73.66,192600.0,4945.0
12172,164.0,42.289,-73.741,165700.0,405.0
12173,784.0,42.4,-73.8,176500.0,1753.0
12174,142.0,42.39,-73.7,156700.0,345.0
12175,498.0,42.54,-74.55,164200.0,797.0
12176,102.0,42.39,-73.97,144800.0,198.0
12177,234.0,42.956,-74.279,97900.0,518.0
12180,24331.0,42.7,-73.6,171900.0,53606.0
12182,6900.0,42.79,-73.62,145100.0,14733.0
12183,1408.0,42.74,-73.69,137900.0,2620.0
12184,3105.0,42.4,-73.7,234600.0,7148.0
12185,840.0,42.9,-73.5,167500.0,2037.0
12186,2728.0,42.6,-74.0,247400.0,6277.0
12187,393.0,42.61,-74.45,170500.0,697.0
12188,4947.0,42.79,-73.68,222100.0,10980.0
12189,9032.0,42.73,-73.72,154600.0,17568.0
12190,780.0,43.46,-74.3,150600.0,674.0
12192,771.0,42.41,-73.83,164600.0,1722.0
12193,928.0,42.51,-74.04,163800.0,2016.0
12194,138.0,42.53,-74.46,85600.0,207.0
12195,96.0,42.4,-73.5,307500.0,154.0
12196,1228.0,42.63,-73.62,227400.0,3031.0
12197,1394.0,42.6,-74.7,139800.0,2233.0
12198,3281.0,42.68,-73.64,193100.0,7903.0
12202,5207.0,42.63,-73.76,115300.0,9628.0
12203,13677.0,42.68,-73.83,194800.0,29952.0
12204,3798.0,42.68,-73.73,187800.0,7349.0
12205,12204.0,42.72,-73.83,193800.0,26977.0
12206,8208.0,42.68,-73.79,123100.0,16395.0
12207,1122.0,42.65,-73.75,47700.0,1948.0
12208,10260.0,42.65,-73.81,196600.0,20702.0
12209,4501.0,42.64,-73.79,158100.0,10121.0
12210,6252.0,42.66,-73.76,164400.0,10158.0
12211,4549.0,42.7,-73.76,275600.0,11303.0
12222,0.0,42.66,-73.75,,6489.0
12302,11968.0,42.88,-73.99,183800.0,27582.0
12303,12927.0,42.75,-73.92,169300.0,29857.0
12304,9295.0,42.78,-73.9,133900.0,21482.0
12305,3100.0,42.81,-73.94,137500.0,5716.0
12306,11533.0,42.8,-74.04,163500.0,25636.0
12307,3387.0,42.8,-73.94,76300.0,7692.0
12308,6588.0,42.82,-73.92,133200.0,15335.0
12309,12449.0,42.79,-73.85,230100.0,29343.0
12401,16382.0,41.9,-74.1,189700.0,35040.0
12404,1945.0,41.8,-74.2,229200.0,3385.0
12405,447.0,42.32,-74.1,201900.0,780.0
12406,719.0,42.1,-74.5,163100.0,823.0
12407,156.0,42.239,-74.314,265100.0,173.0
12409,589.0,42.05,-74.18,374400.0,804.0
12410,426.0,42.1,-74.5,220300.0,397.0
12411,239.0,41.88,-74.04,210200.0,497.0
12412,353.0,42.01,-74.28,189000.0,673.0
12413,1658.0,42.31,-74.03,164300.0,2948.0
12414,5404.0,42.2,-73.9,181200.0,10510.0
12416,260.0,42.1,-74.3,226000.0,277.0
12417,255.0,41.91,-73.99,129200.0,581.0
12418,395.0,42.36,-74.17,133300.0,537.0
12419,325.0,41.86,-74.1,254800.0,722.0
12420,220.0,41.6,-74.3,254000.0,363.0
12421,633.0,42.25,-74.53,283800.0,470.0
12422,228.0,42.39,-74.2,272600.0,339.0
12423,722.0,42.38,-74.11,153300.0,1097.0
12424,365.0,42.23,-74.13,211000.0,250.0
12427,378.0,42.15,-74.13,415500.0,576.0
12428,3433.0,41.7,-74.4,173900.0,6602.0
12429,139.0,41.81,-73.96,586400.0,281.0
12430,1157.0,42.21,-74.51,190900.0,1194.0
12431,757.0,42.36,-74.02,268600.0,1381.0
12432,216.0,42.1,-74.0,218100.0,492.0
12433,290.0,42.0,-74.16,392100.0,483.0
12434,520.0,42.36,-74.48,90800.0,751.0
12435,230.0,41.73,-74.53,235200.0,326.0
12436,424.0,42.194,-74.096,194700.0,417.0
12438,44.0,42.205,-74.601,272900.0,59.0
12439,448.0,42.29,-74.19,164800.0,305.0
12440,1050.0,41.8,-74.15,278800.0,1980.0
12441,188.0,42.14,-74.5,268800.0,114.0
12442,1301.0,42.23,-74.26,228700.0,953.0
12443,1719.0,41.94,-74.08,251500.0,3825.0
12444,623.0,42.26,-74.28,218800.0,497.0
12446,2776.0,41.8,-74.3,171600.0,5061.0
12448,298.0,42.07,-74.21,281300.0,388.0
12449,1299.0,42.0,-73.99,174400.0,3367.0
12450,211.0,42.16,-74.24,172900.0,183.0
12451,898.0,42.29,-73.94,158300.0,1674.0
12452,207.0,42.24,-74.362,168200.0,213.0
12453,174.0,42.1,-74.0,281300.0,366.0
12454,280.0,42.29,-74.15,189200.0,297.0
12455,1695.0,42.2,-74.7,216800.0,1988.0
12456,245.0,42.03,-74.0,133700.0,639.0
12457,553.0,42.05,-74.26,274600.0,763.0
12458,1182.0,41.8,-74.4,156900.0,3232.0
12459,181.0,42.2,-74.65,140600.0,161.0
12460,161.0,42.42,-74.16,197700.0,277.0
12461,964.0,41.91,-74.27,244500.0,1634.0
12463,825.0,42.19,-74.02,182000.0,1484.0
12464,916.0,42.0,-74.3,233500.0,1020.0
12465,312.0,42.15,-74.47,170800.0,266.0
12466,1183.0,41.91,-73.98,212200.0,2471.0
12468,852.0,42.3,-74.4,157500.0,1036.0
12469,594.0,42.45,-74.25,167200.0,677.0
12470,308.0,42.27,-74.0,95100.0,536.0
12471,114.0,41.836,-74.042,330000.0,215.0
12472,827.0,41.84,-74.07,179900.0,1572.0
12473,476.0,42.26,-74.05,272600.0,861.0
12474,943.0,42.3,-74.6,159000.0,1162.0
12475,161.0,41.9,-74.1,186400.0,354.0
12477,8842.0,42.1,-74.0,220400.0,18787.0
12480,524.0,42.1,-74.4,174500.0,634.0
12481,704.0,41.98,-74.22,268600.0,1356.0
12482,345.0,42.27,-73.96,152600.0,680.0
12483,298.0,41.7,-74.5,49600.0,259.0
12484,1376.0,41.87,-74.17,254400.0,2733.0
12485,910.0,42.21,-74.15,172800.0,865.0
12486,661.0,41.83,-74.07,231700.0,1523.0
12487,1437.0,41.86,-74.0,230100.0,3268.0
12489,259.0,41.8,-74.3,159900.0,1292.0
12490,64.0,42.1,-74.0,,110.0
12491,815.0,41.97,-74.14,244700.0,1675.0
12492,298.0,42.18,-74.34,272000.0,271.0
12493,233.0,41.797,-73.961,,495.0
12494,489.0,41.96,-74.29,252700.0,764.0
12495,244.0,42.08,-74.23,372300.0,265.0
12496,2198.0,42.33,-74.25,223900.0,1634.0
12498,3162.0,42.05,-74.11,301900.0,4851.0
12501,1149.0,41.86,-73.57,253700.0,2457.0
12502,745.0,42.07,-73.66,275000.0,1164.0
12503,521.0,42.03,-73.59,266400.0,775.0
12504,47.0,42.0,-73.92,,1395.0
12507,77.0,42.0,-73.93,559800.0,167.0
12508,7703.0,41.49,-73.94,247500.0,19880.0
12512,71.0,41.59,-73.88,382100.0,127.0
12513,367.0,42.22,-73.71,217400.0,651.0
12514,1384.0,41.88,-73.76,311400.0,2938.0
12515,616.0,41.69,-74.06,239300.0,1549.0
12516,1018.0,42.1,-73.56,190900.0,1833.0
12517,292.0,42.12,-73.51,321700.0,509.0
12518,2494.0,41.42,-74.03,300600.0,5870.0
12520,1311.0,41.44,-74.0,322500.0,3109.0
12521,1130.0,42.18,-73.65,231300.0,1644.0
12522,2369.0,41.72,-73.58,209000.0,5172.0
12523,1014.0,42.09,-73.76,256900.0,1798.0
12524,6369.0,41.53,-73.9,290900.0,15598.0
12525,1516.0,41.69,-74.19,255900.0,3311.0
12526,1862.0,42.13,-73.86,262300.0,3686.0
12527,62.0,41.53,-73.9,282400.0,147.0
12528,5454.0,41.7,-74.0,251700.0,13344.0
12529,1908.0,42.2,-73.5,286100.0,2859.0
12530,65.0,42.208,-73.692,,124.0
12531,1450.0,41.53,-73.67,329100.0,3601.0
12533,9222.0,41.5,-73.8,350200.0,25307.0
12534,8716.0,42.2,-73.7,173700.0,17867.0
12538,5674.0,41.79,-73.89,243700.0,14578.0
12540,2785.0,41.67,-73.72,351100.0,7802.0
12542,2436.0,41.61,-74.0,273100.0,5913.0
12543,1178.0,41.49,-74.22,185000.0,3001.0
12545,2431.0,41.8,-73.7,365500.0,4763.0
12546,1642.0,42.0,-73.5,275200.0,3039.0
12547,1174.0,41.66,-73.99,270200.0,2891.0
12548,597.0,41.66,-74.11,222800.0,1494.0
12549,3704.0,41.5,-74.3,281400.0,10201.0
12550,20342.0,41.54,-74.05,255000.0,54447.0
12553,9650.0,41.45,-74.07,261400.0,24438.0
12561,6733.0,41.8,-74.1,298100.0,18308.0
12563,2600.0,41.48,-73.59,318600.0,8084.0
12564,3052.0,41.58,-73.59,346300.0,7338.0
12565,705.0,42.252,-73.647,151900.0,1487.0
12566,4322.0,41.6,-74.3,273700.0,10753.0
12567,1579.0,42.0,-73.6,255800.0,2854.0
12569,4086.0,41.73,-73.8,281400.0,9826.0
12570,2662.0,41.62,-73.68,357600.0,7699.0
12571,4548.0,42.0,-73.8,297500.0,9918.0
12572,4376.0,41.93,-73.87,354400.0,9123.0
12574,189.0,41.93,-73.87,316700.0,329.0
12575,781.0,41.5,-74.16,354400.0,2258.0
12577,700.0,41.43,-74.11,334700.0,2029.0
12578,979.0,41.8,-73.8,310100.0,2411.0
12580,1844.0,41.82,-73.88,308700.0,4402.0
12581,1231.0,41.91,-73.69,283400.0,2246.0
12582,1420.0,41.55,-73.73,362100.0,6191.0
12583,1084.0,42.06,-73.87,256200.0,2451.0
12585,335.0,41.72,-73.7,288200.0,885.0
12586,4740.0,41.56,-74.18,245900.0,12540.0
12589,5192.0,41.6,-74.2,268500.0,17228.0
12590,13905.0,41.6,-73.9,300400.0,35102.0
12592,653.0,41.8,-73.56,306400.0,1486.0
12594,1692.0,41.67,-73.58,269600.0,4275.0
12601,17530.0,41.7,-73.9,230300.0,43398.0
12603,16411.0,41.67,-73.86,267600.0,42810.0
12604,2.0,41.686,-73.891,,586.0
12701,6521.0,41.7,-74.7,138900.0,11324.0
12719,738.0,41.49,-74.92,198400.0,1207.0
12720,151.0,41.67,-74.89,121200.0,172.0
12721,2756.0,41.56,-74.43,225500.0,6627.0
12722,77.0,41.6,-74.4,19600.0,158.0
12723,1105.0,41.78,-75.03,227600.0,1826.0
12724,189.0,41.839,-74.946,180800.0,245.0
12725,314.0,41.9,-74.6,350000.0,277.0
12726,811.0,41.68,-74.98,165900.0,1162.0
12729,865.0,41.5,-74.6,206400.0,1874.0
12732,582.0,41.55,-74.87,168200.0,786.0
12733,710.0,41.74,-74.61,124200.0,1446.0
12734,555.0,41.74,-74.75,201900.0,867.0
12736,123.0,41.84,-75.02,102800.0,118.0
12737,1242.0,41.5,-74.8,198600.0,1910.0
12738,189.0,41.66,-74.59,190400.0,320.0
12740,1148.0,41.9,-74.5,204600.0,1886.0
12741,230.0,41.84,-75.07,152300.0,351.0
12742,131.0,41.72,-74.73,535700.0,181.0
12743,333.0,41.55,-74.84,187100.0,389.0
12745,100.0,41.78,-75.02,148900.0,178.0
12746,400.0,41.45,-74.65,196200.0,937.0
12747,920.0,41.77,-74.66,175400.0,1714.0
12748,1160.0,41.78,-74.91,170100.0,2076.0
12749,439.0,41.688,-74.832,228600.0,300.0
12750,120.0,41.74,-74.95,88000.0,187.0
12751,516.0,41.7,-74.66,141200.0,1054.0
12752,248.0,41.68,-74.99,171900.0,242.0
12754,3915.0,41.8,-74.73,151600.0,7221.0
12758,2902.0,41.9,-74.7,181100.0,4042.0
12759,1489.0,41.78,-74.66,83700.0,1649.0
12760,592.0,41.9,-75.1,177000.0,482.0
12762,279.0,41.66,-74.79,127500.0,512.0
12763,699.0,41.69,-74.52,195400.0,942.0
12764,1361.0,41.6,-75.0,196000.0,1802.0
12765,419.0,41.85,-74.62,134600.0,885.0
12766,296.0,41.82,-74.98,222500.0,437.0
12767,81.0,41.85,-75.007,,126.0
12768,912.0,41.86,-74.72,173900.0,1131.0
12769,164.0,41.6,-74.5,228600.0,253.0
12770,193.0,41.45,-74.86,160200.0,296.0
12771,6165.0,41.37,-74.65,193600.0,14511.0
12775,1557.0,41.61,-74.58,230700.0,2297.0
12776,2034.0,42.0,-74.9,147400.0,2180.0
12777,536.0,41.55,-74.71,218100.0,764.0
12778,1064.0,41.661,-74.812,367900.0,633.0
12779,1489.0,41.7,-74.63,185800.0,2460.0
12780,1102.0,41.44,-74.74,196600.0,2312.0
12781,168.0,41.6,-74.5,214400.0,307.0
12783,1308.0,41.74,-74.84,169000.0,1668.0
12784,59.0,41.7,-74.7,,94.0
12785,460.0,41.6,-74.5,180000.0,1024.0
12786,811.0,41.65,-74.87,183100.0,665.0
12787,256.0,41.82,-74.86,140900.0,452.0
12788,1373.0,41.8,-74.59,203500.0,2908.0
12789,1564.0,41.71,-74.57,115000.0,1838.0
12790,3048.0,41.6,-74.5,171200.0,4518.0
12791,417.0,41.8,-74.89,202000.0,737.0
12792,230.0,41.523,-74.94,156300.0,335.0
12801,7112.0,43.31,-73.64,151400.0,14707.0
12803,3272.0,43.28,-73.63,158300.0,7567.0
12804,11902.0,43.4,-73.7,208400.0,26540.0
12808,626.0,43.74,-73.72,288200.0,306.0
12809,1759.0,43.2,-73.5,157500.0,3528.0
12810,363.0,43.48,-73.88,124000.0,627.0
12811,65.0,43.622,-74.035,89200.0,127.0
12812,324.0,43.9,-74.3,168800.0,150.0
12814,1822.0,43.6,-73.6,298500.0,1574.0
12815,1112.0,43.69,-73.71,201300.0,871.0
12816,2400.0,43.1,-73.4,166300.0,4610.0
12817,2164.0,43.6,-73.8,246500.0,2274.0
12819,247.0,43.6,-73.5,95800.0,403.0
12821,141.0,43.46,-73.4,127900.0,2750.0
12822,3110.0,43.3,-73.9,135000.0,6200.0
12823,152.0,43.17,-73.41,179400.0,238.0
12824,868.0,43.53,-73.71,291400.0,894.0
12827,1860.0,43.4,-73.5,158000.0,3877.0
12828,3921.0,43.2,-73.6,126600.0,9448.0
12831,6748.0,43.2,-73.7,230300.0,17416.0
12832,3164.0,43.4,-73.3,121100.0,7106.0
12833,1833.0,43.14,-73.85,213200.0,4401.0
12834,2914.0,43.1,-73.5,179500.0,6594.0
12835,2865.0,43.3,-74.0,165000.0,2603.0
12836,731.0,43.74,-73.55,167800.0,574.0
12837,367.0,43.5,-73.3,127000.0,857.0
12838,262.0,43.34,-73.4,125000.0,608.0
12839,5899.0,43.34,-73.54,148700.0,13588.0
12841,326.0,43.643,-73.507,350000.0,77.0
12842,1499.0,43.7,-74.3,126600.0,1166.0
12843,421.0,43.6,-74.0,174100.0,600.0
12844,352.0,43.49,-73.63,681800.0,199.0
12845,3744.0,43.4,-73.7,255600.0,4842.0
12846,2106.0,43.3,-73.8,190400.0,3298.0
12847,1316.0,43.9,-74.6,263300.0,605.0
12849,159.0,43.45,-73.3,114100.0,385.0
12850,1390.0,43.1,-74.0,220000.0,2835.0
12851,350.0,43.9,-74.1,155400.0,366.0
12852,692.0,44.0,-74.1,155400.0,436.0
12853,1230.0,43.6,-74.0,170200.0,1770.0
12855,300.0,44.0,-73.8,137500.0,259.0
12856,261.0,43.74,-74.06,283000.0,187.0
12857,494.0,43.8,-73.9,172700.0,498.0
12858,288.0,43.87,-73.66,450000.0,59.0
12859,899.0,43.18,-73.92,196800.0,2220.0
12860,510.0,43.72,-73.8,157300.0,748.0
12861,674.0,43.75,-73.42,171200.0,609.0
12862,29.0,43.65,-73.9,,17.0
12863,247.0,43.06,-73.93,175000.0,533.0
12864,150.0,43.8,-74.3,,36.0
12865,1819.0,43.2,-73.3,135800.0,3663.0
12866,17843.0,43.1,-73.8,274400.0,36915.0
12870,1765.0,43.9,-73.7,196900.0,1509.0
12871,1764.0,43.1,-73.6,189100.0,4084.0
12872,60.0,43.88,-73.72,,31.0
12873,406.0,43.12,-73.32,163800.0,736.0
12874,410.0,43.68,-73.56,583300.0,142.0
12878,565.0,43.4,-74.0,160300.0,719.0
12883,2900.0,43.9,-73.5,121000.0,5025.0
12884,201.0,43.0882,-73.5938,120100.0,486.0
12885,2463.0,43.5,-73.8,151300.0,4602.0
12886,195.0,43.65,-73.92,67200.0,269.0
12887,2391.0,43.6,-73.4,95300.0,4972.0
12901,14456.0,44.7,-73.5,134500.0,33439.0
12903,649.0,44.65,-73.47,127100.0,1217.0
12910,874.0,44.9,-73.6,96300.0,2148.0
12911,19.0,44.52,-73.47,,36.0
12912,1241.0,44.4,-73.8,115900.0,1998.0
12913,646.0,44.4,-74.0,165600.0,1157.0
12914,421.0,44.9,-74.6,84300.0,1044.0
12916,935.0,44.8,-74.5,84400.0,2135.0
12917,609.0,44.9,-74.2,101700.0,1403.0
12918,1023.0,44.7,-73.7,120700.0,2381.0
12919,1514.0,44.96,-73.44,102500.0,3037.0
12920,1544.0,44.8,-74.1,86400.0,2842.0
12921,1194.0,44.88,-73.45,155400.0,2410.0
12922,150.0,44.3,-74.7,303800.0,65.0
12923,344.0,44.94,-73.95,75900.0,632.0
12924,75.0,44.47,-73.6,,158.0
12926,999.0,44.95,-74.32,85400.0,2208.0
12927,580.0,44.24,-74.84,228600.0,224.0
12928,1117.0,44.0,-73.5,126400.0,2028.0
12929,510.0,44.721,-73.716,103700.0,3938.0
12930,367.0,44.74,-74.54,72000.0,634.0
12932,806.0,44.2,-73.6,152500.0,1236.0
12933,7.0,44.8,-73.9,,17.0
12934,506.0,44.9,-73.9,79100.0,1074.0
12935,960.0,44.9,-73.8,96500.0,1748.0
12936,539.0,44.27,-73.4,163700.0,599.0
12937,718.0,44.95,-74.49,70600.0,1572.0
12939,97.0,44.42,-74.19,130200.0,205.0
12941,941.0,44.3,-73.7,193100.0,1428.0
12942,589.0,44.2,-73.8,224300.0,646.0
12943,603.0,44.2,-73.8,268100.0,459.0
12944,2151.0,44.4,-73.5,107400.0,4080.0
12945,611.0,44.3,-74.2,169400.0,638.0
12946,3694.0,44.2,-74.0,248100.0,5492.0
12950,425.0,44.3,-73.6,116000.0,929.0
12952,392.0,44.71,-73.93,44200.0,546.0
12953,5610.0,44.7,-74.3,91300.0,15836.0
12955,361.0,44.78,-73.95,90900.0,381.0
12956,547.0,44.09,-73.51,70900.0,1259.0
12957,791.0,44.84,-74.57,67900.0,1726.0
12958,864.0,44.96,-73.59,81700.0,1929.0
12959,636.0,44.96,-73.69,107800.0,1369.0
12960,538.0,44.02,-73.54,118200.0,1148.0
12961,88.0,44.05,-73.57,83400.0,180.0
12962,2283.0,44.7,-73.6,159300.0,5499.0
12964,140.0,44.12,-73.64,183000.0,161.0
12965,226.0,44.71,-74.68,76000.0,516.0
12966,1305.0,44.8,-74.4,72200.0,2915.0
12967,495.0,44.8,-74.7,76300.0,1223.0
12969,549.0,44.7,-74.1,88800.0,423.0
12970,296.0,44.5,-74.3,127800.0,963.0
12972,2619.0,44.6,-73.6,140400.0,6364.0
12973,136.0,44.24,-74.57,102500.0,187.0
12974,838.0,44.05,-73.48,94700.0,1599.0
12975,170.0,44.526,-73.409,164800.0,265.0
12976,246.0,44.48,-74.17,116700.0,260.0
12977,61.0,44.3,-74.09,,1753.0
12978,161.0,44.62,-73.8,258200.0,403.0
12979,1175.0,44.98,-73.38,141900.0,2304.0
12980,1259.0,44.6,-74.5,69400.0,1304.0
12981,1080.0,44.6,-73.8,116400.0,2253.0
12983,4840.0,44.4,-74.3,162400.0,7494.0
12985,481.0,44.6,-73.7,89700.0,1072.0
12986,3741.0,44.3,-74.4,119600.0,6120.0
12987,142.0,44.35,-73.77,137500.0,201.0
12989,863.0,44.5,-74.1,123900.0,1010.0
12992,2046.0,44.8,-73.5,110000.0,4778.0
12993,1197.0,44.2,-73.5,131500.0,1623.0
12996,1650.0,44.38,-73.42,112000.0,2086.0
12997,827.0,44.4,-73.8,218200.0,1239.0
12998,262.0,44.09,-73.57,64800.0,526.0
13020,54.0,42.8,-76.1,97900.0,150.0
13021,18525.0,42.9,-76.6,116100.0,39506.0
13024,0.0,42.9,-76.6,,1733.0
13026,917.0,42.74,-76.65,145400.0,1914.0
13027,13717.0,43.2,-76.4,149100.0,31637.0
13028,817.0,43.3,-75.9,145700.0,1350.0
13029,2999.0,43.22,-76.15,148400.0,7109.0
13030,1845.0,43.16,-75.96,150600.0,3892.0
13031,6730.0,43.05,-76.3,148000.0,15551.0
13032,5785.0,43.1,-75.8,104000.0,12790.0
13033,1492.0,43.2,-76.6,104300.0,3556.0
13034,1089.0,42.9,-76.7,123400.0,1989.0
13035,3542.0,42.9,-75.8,198800.0,8617.0
13036,3723.0,43.3,-76.2,121200.0,8680.0
13037,3727.0,43.1,-75.9,124800.0,8897.0
13039,6805.0,43.18,-76.07,161300.0,17537.0
13040,1313.0,42.6,-75.9,89300.0,2758.0
13041,3992.0,43.19,-76.2,139500.0,10705.0
13042,1265.0,43.27,-75.83,96100.0,2356.0
13044,1090.0,43.3,-76.0,103000.0,2512.0
13045,12112.0,42.6,-76.2,108400.0,30112.0
13051,71.0,42.9,-75.93,,153.0
13052,1104.0,42.7,-75.9,96600.0,1679.0
13053,2084.0,42.48,-76.27,151100.0,5015.0
13054,633.0,43.16,-75.67,96100.0,1582.0
13057,6828.0,43.09,-76.05,118200.0,14992.0
13060,1191.0,43.02,-76.41,112100.0,2806.0
13061,754.0,42.84,-75.75,161000.0,1040.0
13062,87.0,42.486,-76.386,98200.0,173.0
13063,719.0,42.86,-75.97,124500.0,1898.0
13064,122.0,43.3163,-76.7046,400000.0,64.0
13066,5551.0,43.04,-76.0,193700.0,12390.0
13068,2281.0,42.5,-76.4,139500.0,5368.0
13069,10482.0,43.3,-76.4,80300.0,24931.0
13071,430.0,42.67,-76.54,108200.0,1023.0
13072,482.0,42.76,-75.77,85700.0,1123.0
13073,2620.0,42.6,-76.4,115500.0,6423.0
13074,1808.0,43.3,-76.5,84600.0,4488.0
13076,918.0,43.36,-76.16,98200.0,2393.0
13077,2948.0,42.7,-76.2,113900.0,6735.0
13078,3759.0,42.97,-76.06,182400.0,9866.0
13080,1772.0,43.09,-76.47,110100.0,3631.0
13081,671.0,42.67,-76.62,129200.0,1169.0
13082,2099.0,43.1,-75.95,123400.0,4871.0
13083,825.0,43.6,-76.0,99400.0,1809.0
13084,1876.0,42.9,-76.1,153500.0,4409.0
13087,102.0,42.7,-76.2,316700.0,168.0
13088,10664.0,43.11,-76.2,123200.0,22156.0
